id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2274674,Newly renovated 1 BR APT in DC,11613912,Bruce,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90016947,-76.97684485,Entire home/apt,79,1,5,8/25/15,0.55,1,259
79866,"DC, Near Metro III",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90475912,-76.98491951,Private room,99,2,7,8/8/15,0.13,3,365
79867,"DC, Near Metro II",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90466607,-76.9862679,Private room,99,2,4,9/28/15,0.08,3,365
2677301,Chic 3BR Rowhouse - H St w/ Parking,11517171,Cassidy,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90133327,-76.9848842,Entire home/apt,299,2,25,8/7/15,1.43,1,358
5893871,English Basement,30536964,Natalie,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89853102,-76.97200016,Entire home/apt,135,1,1,5/19/15,0.22,1,365
6404701,Private room in DC,32158886,Robbie,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90282245,-76.98273385,Private room,59,2,26,9/24/15,5.95,2,75
6601800,"Charming, Clean Bed &Bath w/parking",2164998,Catherine,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91087382,-76.9864179,Private room,94,2,15,9/29/15,4.05,2,333
5977272,Spacious & Charming Apartment,11822061,Megan,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90383783,-76.98910555,Entire home/apt,99,1,18,9/7/15,3.31,1,337
1162899,Rowhouse in the heart of H Street,6369715,Shawna,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90221357,-76.98836629,Private room,70,2,14,8/15/15,0.53,1,173
7335879,Modern Rustic Capitol Retreat,4315316,Bradford,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9060677,-76.99146697,Entire home/apt,140,2,11,9/28/15,5,1,130
7716605,Cute apartment w/ big backyard,9447451,Analisa,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91130815,-76.98668878,Entire home/apt,95,1,0,,,1,33
6201336,Spacious Private Bedroom,32158886,Robbie,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90190421,-76.9848273,Private room,71,2,27,9/27/15,6.28,2,156
5652436,Spacious Room H Street/Trinidad NE,2828498,Christina,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90266668,-76.98440497,Private room,74,1,3,5/19/15,0.54,1,332
3538921,"Gorgeous on Capitol Hill, Metro!",17403695,Amanda,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90855561,-76.99964393,Private room,129,3,11,8/7/15,0.74,1,363
837317,Beautiful condo near H St. NE,4375676,Andrea,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90460102,-76.98168089,Private room,150,1,0,,,1,365
8089819,"Cozy,quaint&comfortable on H street",2554757,Danita,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9020301,-76.98616831,Private room,70,1,4,9/28/15,3.53,4,358
7746671,Cozy Room in Northeast DC,32346678,Lindsay,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9095799,-76.98153996,Private room,60,1,6,9/29/15,6,1,328
3868696,Slick 1BR Suite Near Distilleries,4235033,Jared,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91230045,-76.98556886,Private room,79,1,7,9/12/15,0.51,1,348
3953560,"Clean, Renovated, Garage Parking!",17224213,Eric,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90768938,-76.98717481,Private room,79,1,75,9/17/15,5.87,1,319
3987784,Historic Townhouse in Heart of DC,18069324,Claire,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90239901,-76.98619349,Private room,120,2,8,12/18/14,0.69,2,90
914968,Private Bed&Bath--Cap Hill/H St,504401,Shauna,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90350272,-76.98869642,Private room,75,2,8,3/28/15,0.31,1,319
1114268,H Street Corridor apt! ,9721384,Emily,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90046283,-76.9800911,Entire home/apt,120,3,19,7/19/15,0.65,1,359
3677687,3200 Sq. Foot DC Townhouse,18069324,Claire,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90310181,-76.98529019,Entire home/apt,350,1,20,9/27/15,1.81,2,87
8141744,"Charming, Open and Cozy Condo w/cat",9557221,Holly,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90848959,-76.98632236,Entire home/apt,85,1,5,9/30/15,5,1,59
2531819,Private Room in Modern Townhouse,3949051,Randolph,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90336001,-76.98918127,Private room,75,2,4,9/30/14,0.21,2,355
106741,4.5 Bedroom Capitol hill phase II,553227,Tunde   Sunny,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90611773,-76.98887309,Entire home/apt,215,2,34,9/14/15,0.64,3,192
3201115,Comfy 1 br apt near H St & The Hill,14139251,S,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90395062,-76.98952091,Entire home/apt,96,2,54,9/28/15,3.38,1,350
5486834,Beautifully Renovated Townhome!,7898757,Corinne,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90172055,-76.98620622,Entire home/apt,165,3,1,5/14/15,0.21,1,192
4565447,Capitol Hill House / H St. Corridor,2534048,Greg,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90575088,-76.99598609,Entire home/apt,239,3,30,9/27/15,2.81,1,277
4959218,Library Suite for your DC stay,15945059,Alice,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90599254,-76.9963467,Private room,72,4,24,9/25/15,3.33,1,104
6870134,Cozy private room near H St.NE,36002659,Toska,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90257323,-76.98116707,Private room,60,1,23,9/27/15,7.04,1,339
1588843,Cozy Trinidad in-law suite,7777552,Sejal,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90048122,-76.98361281,Entire home/apt,90,1,33,7/25/15,1.33,2,322
1939655,"H Street Hip, Union Station Solid ",1843195,Molly,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90385976,-76.98219344,Entire home/apt,128,1,85,9/29/15,4.02,1,209
7305255,"Clean, Modern Apt in the Capital",3618096,Jacqueline,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90453981,-76.97272547,Entire home/apt,150,1,2,9/23/15,0.83,2,363
7305237,"Clean, Modern Room in the Capital",3618096,Jacqueline,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90255384,-76.973257,Private room,75,1,0,,,2,363
3685810,Two bedroom in heart of Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90497254,-77.0572759,Entire home/apt,350,2,14,9/30/15,1.09,16,348
6326984,Gorgeous Georgetown Home 2BD+Prkg,3852427,Jimmy,,"Georgetown, Burleith/Hillandale",38.91575465,-77.07458211,Entire home/apt,195,1,6,9/13/15,1.27,1,361
7801335,Georgetown Condo. Prime Location.#1,41047431,William,,"Georgetown, Burleith/Hillandale",38.90542372,-77.05746967,Entire home/apt,95,5,0,,,6,336
4143309,Beautiful Residence in Georgetown ,21493494,Jordan,,"Georgetown, Burleith/Hillandale",38.90616858,-77.06467283,Entire home/apt,350,3,20,9/30/15,1.68,2,79
7569713,Private room in park side apartment,9943204,Jairo,,"Georgetown, Burleith/Hillandale",38.91195677,-77.06112218,Private room,85,3,1,8/14/15,0.59,1,355
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91638259,-77.0705312,Private room,139,3,3,5/10/14,0.1,4,215
6979094,Beautiful Georgetown Townhouse,28563798,Colman,,"Georgetown, Burleith/Hillandale",38.91225728,-77.06066303,Entire home/apt,650,3,0,,,1,75
2748160,Lovely street in Georgetown,8008783,Cliff,,"Georgetown, Burleith/Hillandale",38.9111949,-77.06626478,Entire home/apt,550,3,11,9/8/15,0.63,27,318
6822975,Beautiful 1br. in Georgetown/Dupont,35734050,Sebastián,,"Georgetown, Burleith/Hillandale",38.90974663,-77.05399519,Entire home/apt,115,5,0,,,1,80
8421435,Georgetown Home Available,44352964,Ward,,"Georgetown, Burleith/Hillandale",38.90950407,-77.06416376,Entire home/apt,500,1,0,,,1,88
3522986,Private room in elegant Georgetown ,17742169,Bruno,,"Georgetown, Burleith/Hillandale",38.91202934,-77.07110935,Private room,155,3,10,9/21/15,0.73,2,334
8200705,Studio near Georgetown Waterfront 1,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90255411,-77.05932772,Entire home/apt,178,1,4,9/21/15,4,16,347
3860981,Independant studio in elegant GTown,17742169,Bruno,,"Georgetown, Burleith/Hillandale",38.91272635,-77.06969614,Entire home/apt,155,3,5,8/31/15,0.69,2,352
4325533,1 BD apartment in Georgetown,22461157,Mercedes,,"Georgetown, Burleith/Hillandale",38.90811685,-77.06398997,Entire home/apt,155,3,27,9/28/15,2.43,1,341
5002566,Georgetown Penthouse,14414787,Bola,,"Georgetown, Burleith/Hillandale",38.91002024,-77.05545612,Entire home/apt,99,1,10,9/18/15,1.29,1,13
6587292,Charming basement apt in Georgetown,34456650,Lee,,"Georgetown, Burleith/Hillandale",38.91174862,-77.06917738,Entire home/apt,165,3,1,6/12/15,0.26,1,365
2966455,2 bedroom townhouse in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90553371,-77.05795177,Entire home/apt,375,2,2,5/1/15,0.13,16,336
4400142,Spacious one bedroom in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90351434,-77.05744389,Entire home/apt,175,1,7,9/27/15,0.61,16,350
2950354,Garden bedroom in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91388413,-77.0750364,Private room,60,10,5,9/30/15,0.31,4,314
4074361,Airy modern Georgetown basement,16906608,Zoe,,"Georgetown, Burleith/Hillandale",38.9115871,-77.06707399,Entire home/apt,120,1,23,3/19/15,1.89,1,291
2966759,One bedroom penthouse in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90518573,-77.058007,Entire home/apt,300,2,7,5/3/15,0.44,16,354
7513344,Steps from the Waterfront Park,39168534,Vlatka,,"Georgetown, Burleith/Hillandale",38.90280958,-77.06068337,Private room,130,1,12,9/29/15,5.29,1,301
2974335,Georgetown 1br penthouse with Patio,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90500297,-77.0590387,Entire home/apt,300,2,1,5/14/15,0.21,16,351
8555412,"Sunny, Clean Apartment",26999861,Amanda,,"Georgetown, Burleith/Hillandale",38.91305507,-77.06843509,Entire home/apt,100,3,0,,,1,224
8608395,"Beautiful Bright Studio, Georgetown",10855008,Laura,,"Georgetown, Burleith/Hillandale",38.91028118,-77.05519818,Entire home/apt,120,1,0,,,1,339
4767473,Historic Georgetown townhouse ,24595940,Betsy,,"Georgetown, Burleith/Hillandale",38.91207019,-77.0678159,Entire home/apt,325,3,17,6/22/15,2.6,1,275
5318112,Historic English Basement Apartment,27550391,Michael,,"Georgetown, Burleith/Hillandale",38.91096565,-77.06268927,Entire home/apt,180,1,2,5/24/15,0.44,1,185
7972359,Georgetown East Village,42069648,Ramona,,"Georgetown, Burleith/Hillandale",38.90836704,-77.05729389,Entire home/apt,350,1,0,,,1,350
6555186,"Stylish room, heart of Georgetown!",11133,Dimi,,"Georgetown, Burleith/Hillandale",38.90321128,-77.06420652,Private room,70,1,4,8/21/15,0.95,2,0
7915142,Steps from everything in Georgetown,592752,Gregory,,"Georgetown, Burleith/Hillandale",38.90378803,-77.06399614,Private room,85,1,6,10/2/15,6,1,319
3238009,Walk to Georgetown + Parking,13434994,Rhonda,,"Georgetown, Burleith/Hillandale",38.91553572,-77.07396883,Entire home/apt,225,2,0,,,1,343
4417414,3 bed/2 ba Gtown Rowhouse W/HotTub!,5828131,Db,,"Georgetown, Burleith/Hillandale",38.91390882,-77.07216809,Entire home/apt,474,7,1,1/16/15,0.11,1,273
8440213,Georgetown - Clean Apartement,44438145,Charles,,"Georgetown, Burleith/Hillandale",38.90992937,-77.05983718,Entire home/apt,110,1,1,9/23/15,1,1,352
6957495,Georgetown Waterfront Home,33054171,Rahul,,"Georgetown, Burleith/Hillandale",38.90389091,-77.06463388,Private room,109,1,3,9/24/15,2.81,1,154
2984386,2 BD Row House in Georgetown ,15218856,Brian,,"Georgetown, Burleith/Hillandale",38.91034384,-77.06670701,Entire home/apt,300,4,2,8/18/15,1.09,1,303
4936102,Georgetown Elegance -  3BR 3.5BA ,17633,Charlotte,,"Georgetown, Burleith/Hillandale",38.90943254,-77.0587441,Entire home/apt,775,4,1,7/16/15,0.37,29,264
2582506,Classic Georgetown 1BR/1BA sleeps 4,13223893,Laura,,"Georgetown, Burleith/Hillandale",38.91036274,-77.0605313,Entire home/apt,140,2,11,5/18/15,0.66,1,307
2754675,Historic Georgetown Row House ,13356065,Emily,,"Georgetown, Burleith/Hillandale",38.90572226,-77.06289828,Entire home/apt,595,7,4,9/1/15,0.27,1,353
7809701,Cozy home in historic Georgetown,27323824,Rasheid,,"Georgetown, Burleith/Hillandale",38.90942365,-77.05571561,Entire home/apt,249,1,7,9/25/15,4.12,4,333
7984964,Gated complex directly off M Street,11073073,Dan,,"Georgetown, Burleith/Hillandale",38.90433291,-77.06660349,Private room,110,1,0,,,1,32
3272654,Basement bedroom in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91609856,-77.07573905,Private room,60,25,1,6/1/15,0.24,4,314
4877872,Georgetown Eton 2level 2BR Townhome,17633,Charlotte,,"Georgetown, Burleith/Hillandale",38.90466885,-77.06667217,Entire home/apt,201,2,11,8/15/15,1.35,29,0
8645700,Georgetown Condo. Prime Location.#4,41047431,William,,"Georgetown, Burleith/Hillandale",38.90658948,-77.05816702,Entire home/apt,95,5,0,,,6,336
3476805,Georgetown Townhouse,2631976,Gonzalo,,"Georgetown, Burleith/Hillandale",38.90834256,-77.06522187,Entire home/apt,975,2,11,9/5/15,1.03,1,317
3549842,Secret Garden in Georgetown,17870075,Constance,,"Georgetown, Burleith/Hillandale",38.90952733,-77.06573404,Entire home/apt,179,2,6,8/31/15,0.42,1,179
1994024,Georgetown condo at the harbor.,6990500,Promilla,,"Georgetown, Burleith/Hillandale",38.90192829,-77.05879906,Entire home/apt,375,2,3,5/8/14,0.16,1,191
274737,Idlyic Georgetown Townhouse B&B  ,1436380,Angela,,"Georgetown, Burleith/Hillandale",38.91364959,-77.06974862,Private room,125,3,10,7/31/15,0.23,1,356
6410010,Charm and Convenience in Georgetown,5783249,Lisa And Richard,,"Georgetown, Burleith/Hillandale",38.90732804,-77.06314242,Entire home/apt,120,2,8,9/25/15,3.64,1,333
3272563,Georgetown Apt in Prime Location,16245881,Mitchell,,"Georgetown, Burleith/Hillandale",38.90588505,-77.05948769,Entire home/apt,200,2,11,8/31/15,0.7,1,358
7500451,Georgetown Flat off Wisconsin Ave,21493494,Jordan,,"Georgetown, Burleith/Hillandale",38.91250357,-77.06601051,Entire home/apt,129,2,7,9/27/15,3.04,2,317
6292258,Historic Georgetown Rowhome!,37014,Lara & Alex,,"Georgetown, Burleith/Hillandale",38.91184817,-77.06861604,Entire home/apt,225,3,4,9/29/15,1.33,22,330
4436703,Studio in heart of Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90511592,-77.05760604,Entire home/apt,185,1,4,9/27/15,4,16,328
627758,Georgetown's Chateau Bleu - 2lv hse,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91569203,-77.0702561,Entire home/apt,299,3,4,6/14/14,0.14,4,215
594394,Lovely upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91527673,-77.0745043,Private room,65,7,21,9/28/15,0.8,4,329
8606256,Beautiful 3BR 2BA Home - Georgetown,44461566,Eric,,"Georgetown, Burleith/Hillandale",38.90754705,-77.06567183,Entire home/apt,600,2,0,,,1,216
8565538,Lovely Waterfront Georgetown Home,12895832,New,,"Georgetown, Burleith/Hillandale",38.9039969,-77.06426011,Entire home/apt,375,1,0,,,1,357
8147851,Studio near Georgetown Waterfront 2,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90367845,-77.0591138,Entire home/apt,122,2,5,9/29/15,5,16,318
8385930,"TH Apt w Parking, Fireplace & Patio",21178631,John,,"Georgetown, Burleith/Hillandale",38.91024762,-77.05396381,Entire home/apt,300,3,0,,,2,275
820120,Comfy Studio between Dupont & Gtown,1934725,Mónica,,"Georgetown, Burleith/Hillandale",38.91116925,-77.05482775,Entire home/apt,100,2,11,8/11/15,0.39,1,195
2700187,Spacious Georgetown Penthouse 3br,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.9037156,-77.05907011,Entire home/apt,569,7,10,8/17/15,1.14,16,301
3431953,Beautiful Apt in Georgetown,16970175,Sam,,"Georgetown, Burleith/Hillandale",38.90787745,-77.06650218,Entire home/apt,124,10,13,9/18/15,0.96,1,74
5166322,Bright Rowhouse in best area!,22801633,Natascha,,"Georgetown, Burleith/Hillandale",38.91237464,-77.06070257,Entire home/apt,150,4,2,2/17/15,0.26,2,159
661720,You'll LOVE my place! Rosslyn Condo,3202819,Shahrzad,,"Georgetown, Burleith/Hillandale",38.90641382,-77.06899099,Entire home/apt,175,1,63,10/1/15,1.72,1,163
6438519,English Basement in Georgetown,2374185,Amapola,,"Georgetown, Burleith/Hillandale",38.91328856,-77.07432455,Entire home/apt,105,2,1,9/1/15,0.91,1,230
5861058,SUPER Rowhouse ! ; don't miss it!,22801633,Natascha,,"Georgetown, Burleith/Hillandale",38.90869201,-77.05428413,Entire home/apt,220,4,17,9/2/15,3.05,2,151
88235,Room in the heart of Georgetown!,11133,Dimi,,"Georgetown, Burleith/Hillandale",38.90384425,-77.06310172,Private room,78,1,7,6/5/15,1.49,2,31
6052154,Georgetown One bedroom,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90548834,-77.05793713,Entire home/apt,198,1,14,9/28/15,2.61,16,341
5028182,1BR in Georgetown's East Village,1123202,Shannon,,"Georgetown, Burleith/Hillandale",38.9084145,-77.05902425,Entire home/apt,110,7,0,,,1,0
5249430,Georgetown 1 bedroom w Jacuzzi tub,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90370283,-77.05802166,Entire home/apt,195,2,9,9/28/15,1.17,16,338
7232462,Perfect Georgetown Location,179243,Tina,,"Georgetown, Burleith/Hillandale",38.90633704,-77.06468784,Entire home/apt,249,2,3,7/29/15,1.11,1,158
8190386,One bedroom in heart of Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90364999,-77.0589371,Entire home/apt,161,1,5,9/26/15,5,16,344
2685390,Beautiful Room in Georgetown,2564662,Ramon,,"Georgetown, Burleith/Hillandale",38.91451511,-77.06872253,Private room,135,2,2,7/29/15,0.12,2,351
3791304,Garden of Eton | Georgetown ,19244996,Steven,,"Georgetown, Burleith/Hillandale",38.90529525,-77.06623755,Entire home/apt,185,1,15,9/24/15,1.09,1,71
7384852,Quiet Private Bedroom/Bathroom,14519258,Rebecca,,"Georgetown, Burleith/Hillandale",38.91175409,-77.067341,Private room,104,1,10,9/25/15,6.82,1,352
4545827,"1) Bright, Peaceful Georgetown Room",23569717,Eric,,"Georgetown, Burleith/Hillandale",38.91457877,-77.07113533,Private room,75,3,7,8/24/15,0.65,2,315
326938,Georgetown's Chateau Bleu - Prv Rm1,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91416214,-77.0702707,Private room,139,3,16,10/28/13,0.41,4,215
2685655,Beautiful Georgetown House w Patio,2564662,Ramon,,"Georgetown, Burleith/Hillandale",38.91512039,-77.07022514,Entire home/apt,350,2,29,7/29/15,1.62,2,355
6937355,Georgetown Townhouse Full of Light,22734450,Benoit,,"Georgetown, Burleith/Hillandale",38.90671598,-77.05696446,Entire home/apt,239,1,0,,,1,78
2735710,Two bedroom townhouse in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90238445,-77.06078634,Entire home/apt,450,2,2,11/30/14,0.14,16,341
638604,Georgetown's Chateau Bleu - BsmtApt,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91497635,-77.07085779,Entire home/apt,129,3,2,8/24/15,0.12,4,296
7274179,Georgetown 2 BR Apartment,38084739,Caesar,,"Georgetown, Burleith/Hillandale",38.90603608,-77.06585001,Entire home/apt,100,1,12,9/26/15,8.57,1,51
8035516,Georgetown Townhome,38201137,Boris,,"Georgetown, Burleith/Hillandale",38.90729351,-77.05517124,Entire home/apt,200,1,0,,,1,290
6481324,Georgetown Basement Apartment,33868772,Nora,,"Georgetown, Burleith/Hillandale",38.91350836,-77.06419667,Entire home/apt,130,3,4,6/27/15,0.94,1,109
3997598,Georgetown English Basement Apt.,20724798,Jerry,,"Georgetown, Burleith/Hillandale",38.90731059,-77.06135756,Entire home/apt,179,3,25,9/25/15,2.11,1,327
8683500,Large Beautiful Home right on VOLTA,21421893,Gilbert,,"Georgetown, Burleith/Hillandale",38.90905559,-77.06667629,Entire home/apt,450,1,0,,,1,365
6456345,Georgetown! Top of the Hill!,8008783,Cliff,,"Georgetown, Burleith/Hillandale",38.91364994,-77.06443907,Entire home/apt,475,3,3,8/30/15,1.25,27,257
8645554,Georgetown Condo. Prime Location.#3,41047431,William,,"Georgetown, Burleith/Hillandale",38.90716108,-77.05783074,Entire home/apt,95,5,0,,,6,258
8645356,Georgetown Condo. Prime Location.#2,41047431,William,,"Georgetown, Burleith/Hillandale",38.90572304,-77.0577862,Entire home/apt,95,5,0,,,6,360
7429332,Modern Georgetown Apartment,21178631,John,,"Georgetown, Burleith/Hillandale",38.90416504,-77.0639953,Entire home/apt,450,3,0,,,2,281
4773863,Georgetown Apt w/ the Meow?,18088273,Zoya,,"Georgetown, Burleith/Hillandale",38.91,-77.05810695,Entire home/apt,90,3,2,8/5/15,0.67,1,276
5903980,Georgetown Apt 1/2 Block from M St!,30664423,Anne,,"Georgetown, Burleith/Hillandale",38.90456835,-77.05892856,Entire home/apt,170,3,12,9/28/15,3.16,1,306
5372128,Historic Georgetown Roomy Engbasemt,27843930,Robert,,"Georgetown, Burleith/Hillandale",38.9097126,-77.05562583,Entire home/apt,120,2,10,8/31/15,1.61,1,61
6037042,2 bedroom/2 bath in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.9044639,-77.05863315,Entire home/apt,415,1,1,9/21/15,1,16,349
6939390,1 Bdrm in heart of Georgetown!,8014768,Ashley,,"Georgetown, Burleith/Hillandale",38.90372196,-77.06209316,Entire home/apt,175,2,3,8/30/15,0.99,1,76
3360124,Elegant Georgetown Brownstone,16952136,Meaghan,,"Georgetown, Burleith/Hillandale",38.90574015,-77.05949714,Entire home/apt,400,3,7,7/29/15,0.46,1,268
4546867,"2) Bright, Peaceful Georgetown Room",23569717,Eric,,"Georgetown, Burleith/Hillandale",38.91608584,-77.06875523,Private room,65,3,18,9/15/15,1.73,2,292
594405,Huge upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91426245,-77.07578984,Private room,65,6,6,10/17/14,0.17,4,115
6024676,Two bedroom/2 bath in Georgetown,13817352,Pam,,"Georgetown, Burleith/Hillandale",38.9035768,-77.05755594,Entire home/apt,515,2,0,,,16,320
1510752,"Beautiful Georgetown Apt, Great loc",8068655,Colby,,"Georgetown, Burleith/Hillandale",38.91646461,-77.07555611,Entire home/apt,135,2,36,9/25/15,1.4,1,311
6401051,Charming Georgetown Apartment,14554963,Ellen,,"Georgetown, Burleith/Hillandale",38.91174585,-77.05995663,Entire home/apt,120,2,2,8/17/15,0.7,1,115
8341494,Gorgeous G-Town Apartment,43968214,Grace,,"Georgetown, Burleith/Hillandale",38.91358307,-77.06091505,Entire home/apt,180,1,0,,,1,361
1542055,Jewel Box in Georgetown 3 BR 3 Bath,8008783,Cliff,,"Georgetown, Burleith/Hillandale",38.90942907,-77.06649566,Entire home/apt,500,3,11,8/24/15,0.47,27,320
1763153,Perfect between Georgetown & Dupont,1648327,Joanna,,"Georgetown, Burleith/Hillandale",38.90945415,-77.05354872,Entire home/apt,189,1,2,5/19/14,0.1,1,361
4383023,Big Georgetown Apt. with big patio,1799724,Daniel,,"Georgetown, Burleith/Hillandale",38.90473383,-77.0658491,Entire home/apt,118,5,0,,,1,321
1138235,Georgetown 2BR Modern House Parking,5598784,Christian,,"Georgetown, Burleith/Hillandale",38.90286122,-77.06301881,Entire home/apt,439,2,11,7/25/15,0.59,1,280
6792455,1BR 2Bath In Heart of Georgetown!,3843817,Keyless,,"Georgetown, Burleith/Hillandale",38.90397664,-77.06258834,Entire home/apt,220,1,1,9/18/15,1,1,345
5814328,Newly Renovated Georgetown Townhome,30168636,Michael,,"Georgetown, Burleith/Hillandale",38.90411414,-77.06252797,Entire home/apt,300,2,32,9/25/15,5.42,1,312
7239715,Georgetown Apartment,37904773,Kevin,,"Georgetown, Burleith/Hillandale",38.91067524,-77.05664703,Entire home/apt,165,1,2,7/24/15,0.76,1,363
2862964,Georgetown Private Room/Suite,14633972,Edward  Chip,,"Georgetown, Burleith/Hillandale",38.90764267,-77.062471,Private room,90,3,8,4/19/15,0.48,1,294
3162301,Quaint One Bedroom in Georgetown,16043782,John,,"Georgetown, Burleith/Hillandale",38.91375446,-77.06366382,Entire home/apt,185,2,1,5/18/15,0.22,1,123
7198899,Apartment by the White House,37695534,Casey,,"Dupont Circle, Connecticut Avenue/K Street",38.90713938,-77.03636439,Entire home/apt,125,1,5,9/29/15,1.83,1,348
7842461,Gorgeous and Spacious 1 Bdr.,8437241,Mauricio,,"Dupont Circle, Connecticut Avenue/K Street",38.91665016,-77.03569251,Entire home/apt,120,2,0,,,1,25
1205402,Dupont Circle Private Bathroom,1386702,John,,"Dupont Circle, Connecticut Avenue/K Street",38.91637593,-77.03996924,Private room,100,2,24,9/18/15,1.1,12,167
7726909,Sunny 1 BD Heart of Dupont Circle,8003799,Stefanie,,"Dupont Circle, Connecticut Avenue/K Street",38.91494024,-77.04349839,Entire home/apt,110,2,4,9/21/15,2.5,1,0
4343926,"Dupont Logan-Circle, U St, Adams  4",5487930,Mark,,"Dupont Circle, Connecticut Avenue/K Street",38.91377632,-77.03832513,Private room,110,7,6,5/30/15,0.54,5,321
1198268,"DuPont Place 5, Metro, kitchenette",17633,Charlotte,,"Dupont Circle, Connecticut Avenue/K Street",38.91479914,-77.04406317,Entire home/apt,135,4,28,9/29/15,1.12,29,335
4936897,JR 1 BR with Killer View,23568231,Richard,,"Dupont Circle, Connecticut Avenue/K Street",38.91826743,-77.03565951,Entire home/apt,220,1,3,9/29/15,0.64,1,365
8301651,Sunlit Room in Dupont,20464495,Monica,,"Dupont Circle, Connecticut Avenue/K Street",38.91617783,-77.04277924,Private room,75,2,0,,,2,0
4574299,Sunny Bedroom in historic building,20415129,Elaine,,"Dupont Circle, Connecticut Avenue/K Street",38.91704017,-77.03626233,Private room,112,1,23,9/22/15,2.41,1,330
7369307,Cheap&Convenient Room near  Dupont,30276287,Tiantian,,"Dupont Circle, Connecticut Avenue/K Street",38.90733508,-77.03564408,Shared room,40,4,0,,,1,53
1854284,2BD in Dupont Circle with a view!,2126131,Sarah,,"Dupont Circle, Connecticut Avenue/K Street",38.91275681,-77.03651721,Entire home/apt,250,1,2,6/15/15,0.19,2,259
6038468,1B/1B Dupont Apt w/private entrance,29462405,Jeff,,"Dupont Circle, Connecticut Avenue/K Street",38.91656852,-77.03634678,Entire home/apt,150,2,10,9/27/15,2,1,331
